2025-05-25T14:05:00.000000000+0600	192.168.10.25	8.8.8.8		71
2025-05-25T14:05:00.080000000+0600	8.8.8.8	192.168.10.25		98
2025-05-25T14:05:00.300000000+0600	192.168.10.25	93.184.216.34	80	54
2025-05-25T14:05:00.310000000+0600	93.184.216.34	192.168.10.25	51000	54
2025-05-25T14:05:00.320000000+0600	192.168.10.25	93.184.216.34	80	54
2025-05-25T14:05:00.340000000+0600	192.168.10.25	93.184.216.34	80	135
2025-05-25T14:05:00.370000000+0600	93.184.216.34	192.168.10.25	51000	54
2025-05-25T14:05:00.390000000+0600	93.184.216.34	192.168.10.25	51000	145
2025-05-25T14:05:00.420000000+0600	192.168.10.25	93.184.216.34	80	54
2025-05-25T14:05:00.440000000+0600	192.168.10.25	93.184.216.34	80	54
2025-05-25T14:05:00.450000000+0600	93.184.216.34	192.168.10.25	51000	54
2025-05-25T14:05:00.460000000+0600	192.168.10.25	93.184.216.34	80	54
2025-05-25T14:05:05.000000000+0600	192.168.10.25	8.8.8.8		70
2025-05-25T14:05:05.080000000+0600	8.8.8.8	192.168.10.25		96
2025-05-25T14:15:20.000000000+0600	192.168.10.25	8.8.8.8		82
2025-05-25T14:15:20.080000000+0600	8.8.8.8	192.168.10.25		120
2025-05-25T14:15:20.200000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:15:20.210000000+0600	203.0.113.50	192.168.10.25	55000	54
2025-05-25T14:15:20.220000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:15:20.240000000+0600	192.168.10.25	203.0.113.50	8080	106
2025-05-25T14:15:20.270000000+0600	203.0.113.50	192.168.10.25	55000	54
2025-05-25T14:15:20.290000000+0600	203.0.113.50	192.168.10.25	55000	101
2025-05-25T14:15:20.320000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:15:20.340000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:15:20.350000000+0600	203.0.113.50	192.168.10.25	55000	54
2025-05-25T14:15:20.360000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:20:20.200000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:20:20.210000000+0600	203.0.113.50	192.168.10.25	55001	54
2025-05-25T14:20:20.220000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:20:20.240000000+0600	192.168.10.25	203.0.113.50	8080	106
2025-05-25T14:20:20.270000000+0600	203.0.113.50	192.168.10.25	55001	54
2025-05-25T14:20:20.290000000+0600	203.0.113.50	192.168.10.25	55001	101
2025-05-25T14:20:20.320000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:20:20.340000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:20:20.350000000+0600	203.0.113.50	192.168.10.25	55001	54
2025-05-25T14:20:20.360000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:25:20.200000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:25:20.210000000+0600	203.0.113.50	192.168.10.25	55002	54
2025-05-25T14:25:20.220000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:25:20.240000000+0600	192.168.10.25	203.0.113.50	8080	106
2025-05-25T14:25:20.270000000+0600	203.0.113.50	192.168.10.25	55002	54
2025-05-25T14:25:20.290000000+0600	203.0.113.50	192.168.10.25	55002	101
2025-05-25T14:25:20.320000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:25:20.340000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:25:20.350000000+0600	203.0.113.50	192.168.10.25	55002	54
2025-05-25T14:25:20.360000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:30:20.200000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:30:20.210000000+0600	203.0.113.50	192.168.10.25	55003	54
2025-05-25T14:30:20.220000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:30:20.240000000+0600	192.168.10.25	203.0.113.50	8080	106
2025-05-25T14:30:20.270000000+0600	203.0.113.50	192.168.10.25	55003	54
2025-05-25T14:30:20.290000000+0600	203.0.113.50	192.168.10.25	55003	101
2025-05-25T14:30:20.320000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:30:20.340000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:30:20.350000000+0600	203.0.113.50	192.168.10.25	55003	54
2025-05-25T14:30:20.360000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:32:00.000000000+0600	192.168.10.25	203.0.113.50	4444	54
2025-05-25T14:32:00.010000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.020000000+0600	192.168.10.25	203.0.113.50	4444	54
2025-05-25T14:32:00.040000000+0600	192.168.10.25	203.0.113.50	4444	167
2025-05-25T14:32:00.070000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.090000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.110000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.120000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.140000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.150000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.170000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.180000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.200000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.210000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.230000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.240000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.260000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.270000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.290000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.300000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.320000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.330000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.350000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.360000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.380000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.390000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.410000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.420000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.440000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.450000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.470000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.480000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.500000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.510000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.530000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.540000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.560000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.570000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.590000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.600000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.620000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.630000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.650000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.660000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.680000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.690000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.710000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.720000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.740000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.750000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.770000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.780000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.800000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.810000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.830000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.840000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.860000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.870000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.890000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.900000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.920000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.930000000+0600	192.168.10.25	203.0.113.50	4444	1454
2025-05-25T14:32:00.950000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:00.960000000+0600	203.0.113.50	192.168.10.25	55100	110
2025-05-25T14:32:00.990000000+0600	192.168.10.25	203.0.113.50	4444	54
2025-05-25T14:32:01.010000000+0600	192.168.10.25	203.0.113.50	4444	54
2025-05-25T14:32:01.020000000+0600	203.0.113.50	192.168.10.25	55100	54
2025-05-25T14:32:01.030000000+0600	192.168.10.25	203.0.113.50	4444	54
2025-05-25T14:35:20.200000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:35:20.210000000+0600	203.0.113.50	192.168.10.25	55004	54
2025-05-25T14:35:20.220000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:35:20.240000000+0600	192.168.10.25	203.0.113.50	8080	106
2025-05-25T14:35:20.270000000+0600	203.0.113.50	192.168.10.25	55004	54
2025-05-25T14:35:20.290000000+0600	203.0.113.50	192.168.10.25	55004	101
2025-05-25T14:35:20.320000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:35:20.340000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:35:20.350000000+0600	203.0.113.50	192.168.10.25	55004	54
2025-05-25T14:35:20.360000000+0600	192.168.10.25	203.0.113.50	8080	54
2025-05-25T14:40:00.000000000+0600	192.168.10.30	192.168.10.25	21	54
2025-05-25T14:40:00.010000000+0600	192.168.10.25	192.168.10.30	40000	54
2025-05-25T14:40:00.050000000+0600	192.168.10.30	192.168.10.25	22	54
2025-05-25T14:40:00.060000000+0600	192.168.10.25	192.168.10.30	40001	54
2025-05-25T14:40:00.100000000+0600	192.168.10.30	192.168.10.25	23	54
2025-05-25T14:40:00.110000000+0600	192.168.10.25	192.168.10.30	40002	54
2025-05-25T14:40:00.150000000+0600	192.168.10.30	192.168.10.25	25	54
2025-05-25T14:40:00.160000000+0600	192.168.10.25	192.168.10.30	40003	54
2025-05-25T14:40:00.200000000+0600	192.168.10.30	192.168.10.25	80	54
2025-05-25T14:40:00.210000000+0600	192.168.10.25	192.168.10.30	40004	54
2025-05-25T14:40:00.250000000+0600	192.168.10.30	192.168.10.25	443	54
2025-05-25T14:40:00.260000000+0600	192.168.10.25	192.168.10.30	40005	54
2025-05-25T14:40:00.300000000+0600	192.168.10.30	192.168.10.25	3389	54
2025-05-25T14:40:00.310000000+0600	192.168.10.25	192.168.10.30	40006	54
2025-05-25T14:40:00.350000000+0600	192.168.10.30	192.168.10.25	8080	54
2025-05-25T14:40:00.360000000+0600	192.168.10.25	192.168.10.30	40007	54
2025-05-25T14:45:00.000000000+0600	192.168.10.25	192.168.10.1		74
2025-05-25T14:45:00.010000000+0600	192.168.10.1	192.168.10.25		74
